0,0,50.725
0,0,77.828
0,0,615.61
0,0,1.5891e+06
0,0,2.0385e+06
0,0,2.7892e+06
0,0,3.1783e+06
0,0,4.0769e+06
0,0,4.7674e+06
0,0,5.5785e+06
0,0,6.1154e+06
0,0,6.3565e+06
0,0,7.9456e+06
0,0,8.1538e+06
0,0,8.3677e+06
0,0,9.5348e+06
0,0,1.0192e+07
0,0,1.1124e+07
0,0,1.1157e+07
0,0,1.2231e+07
0,0,1.2713e+07
0,0,1.3946e+07
0,0,1.4269e+07
0,0,1.4302e+07
0,0,1.5891e+07
0,0,1.6308e+07
0,0,1.6735e+07
0,0,1.748e+07
0,0,1.8346e+07
0,0,1.907e+07
0,0,1.9525e+07
0,0,2.0385e+07
0,0,2.0659e+07
0,0,2.2248e+07
0,0,2.2314e+07
0,0,2.2423e+07
0,0,2.3837e+07
0,0,2.4461e+07
0,0,2.5103e+07
0,0,2.5426e+07
0,0,2.65e+07
0,0,2.7015e+07
0,0,2.7892e+07
0,0,2.8538e+07
0,0,2.8604e+07
0,0,3.0193e+07
0,0,3.0577e+07
0,0,3.0682e+07
0,0,3.1783e+07
0,0,3.2615e+07
0,0,3.3372e+07
0,0,3.3471e+07
0,0,3.4654e+07
0,0,3.4961e+07
0,0,3.626e+07
0,0,3.655e+07
0,0,3.6692e+07
0,0,3.8139e+07
0,0,3.8731e+07
0,0,3.9049e+07
0,0,3.9728e+07
0,0,4.0769e+07
0,0,4.1317e+07
0,0,4.1838e+07
0,0,4.2808e+07
0,0,4.2906e+07
0,0,4.4496e+07
0,0,4.4628e+07
0,0,4.4846e+07
0,0,4.6085e+07
0,0,4.6884e+07
0,0,4.7417e+07
0,0,4.7674e+07
0,0,4.8923e+07
0,0,4.9263e+07
0,0,5.0206e+07
0,0,5.0852e+07
0,0,5.0961e+07
0,0,5.2441e+07
0,0,5.2995e+07
0,0,5.3e+07
0,0,5.403e+07
0,0,5.5038e+07
0,0,5.5619e+07
0,0,5.5785e+07
0,0,5.7077e+07
0,0,5.7209e+07
0,0,5.8574e+07
0,0,5.8798e+07
0,0,5.9115e+07
0,0,6.0387e+07
0,0,6.1154e+07
0,0,6.1363e+07
0,0,6.1976e+07
0,0,6.3192e+07
0,0,6.3565e+07
0,0,6.4152e+07
0,0,6.5154e+07
0,0,6.523e+07
0,0,6.6743e+07
0,0,6.6942e+07
0,0,6.7269e+07
0,0,6.8332e+07
0,0,6.9307e+07
0,0,6.9731e+07
0,0,6.9922e+07
0,0,7.1346e+07
0,0,7.1511e+07
0,0,7.252e+07
0,0,7.31e+07
0,0,7.3384e+07
0,0,7.4689e+07
0,0,7.5309e+07
0,0,7.5423e+07
0,0,7.6278e+07
0,0,7.7461e+07
0,0,7.7868e+07
0,0,7.8099e+07
0,0,7.9455e+07
0,0,7.95e+07
0,0,8.0888e+07
0,0,8.1036e+07
0,0,8.1538e+07
0,0,8.2649e+07
0,0,8.3577e+07
0,0,8.3677e+07
0,0,8.4225e+07
0,0,8.5615e+07
0,0,8.5874e+07
0,0,8.6466e+07
0,0,8.7059e+07
0,0,8.7653e+07
0,0,8.9255e+07
0,0,8.9457e+07
0,0,8.9692e+07
0,0,9.0238e+07
0,0,9.173e+07
0,0,9.2045e+07
0,0,9.3456e+07
0,0,9.3564e+07
0,0,9.3769e+07
0,0,9.4834e+07
0,0,9.5807e+07
0,0,9.7623e+07
0,0,9.7846e+07
0,0,9.8533e+07
0,0,9.8792e+07
0,0,9.9886e+07
0,0,1.0041e+08
0,0,1.0192e+08
0,0,1.032e+08
0,0,1.0395e+08
0,0,1.0414e+08
0,0,1.0419e+08
0,0,1.0599e+08
0,0,1.0602e+08
0,0,1.0804e+08
0,0,1.0878e+08
0,0,1.1015e+08
0,0,1.1157e+08
0,0,1.1157e+08
0,0,1.1168e+08
0,0,1.1175e+08
0,0,1.1436e+08
0,0,1.1475e+08
0,0,1.1575e+08
0,0,1.1715e+08
0,0,1.196e+08
0,0,1.1968e+08
0,0,1.1988e+08
0,0,1.1994e+08
0,0,1.2002e+08
0,0,1.2273e+08
0,0,1.2552e+08
0,0,1.2639e+08
0,0,1.2673e+08
0,0,1.283e+08
0,0,1.306e+08
0,0,1.3076e+08
0,0,1.3109e+08
